country,year,values,cofog99
Iceland,2012,0,R&D Health
Italy,2012,0.1,R&D Health
Lithuania,2012,0,R&D Health
Luxembourg,2012,0.2,R&D Health
Latvia,2012,0,R&D Health
Malta,2012,0,R&D Health
Netherlands,2012,0.3,R&D Health
Norway,2012,0.3,R&D Health
Poland,2012,0.1,R&D Health
Portugal,2012,0.1,R&D Health
Romania,2012,0,R&D Health
Sweden,2012,0.2,R&D Health
Slovenia,2012,0,R&D Health
Slovakia,2012,0,R&D Health
United Kingdom,2012,0.1,R&D Health
Austria,2011,7.7,Health
Belgium,2011,7.6,Health
Bulgaria,2011,4.2,Health
Switzerland,2011,1.9,Health
Cyprus,2011,3.1,Health
Czechia,2011,7.7,Health
Germany (until 1990 former territory of the FRG),2011,6.8,Health
Denmark,2011,8.4,Health
Euro area (11 countries),2011,7.2,Health
Euro area (12 countries),2011,7.2,Health
Euro area (13 countries),2011,7.2,Health
Euro area (15 countries),2011,7.2,Health
Euro area (16 countries),2011,7.2,Health
Euro area (17 countries),2011,7.2,Health
Euro area (18 countries),2011,7.2,Health
Euro area (19 countries),2011,7.2,Health
Estonia,2011,4.9,Health
Greece,2011,6.5,Health
Spain,2011,6.5,Health
European Union - 15 countries (1995-2004),2011,7.3,Health
European Union - 25 countries (2004-2006),2011,7.2,Health
European Union - 27 countries (2007-2013),2011,7.1,Health
European Union - 28 countries,2011,7.1,Health
Finland,2011,7.8,Health
France,2011,7.9,Health
Croatia,2011,6.2,Health
Hungary,2011,5.1,Health
Ireland,2011,7.6,Health
Italy,2011,7.1,Health
Lithuania,2011,6.6,Health
Luxembourg,2011,4.7,Health
Latvia,2011,4.1,Health
Malta,2011,5.4,Health
Netherlands,2011,7.9,Health
Norway,2011,7.2,Health
Poland,2011,4.7,Health
Portugal,2011,6.9,Health
Romania,2011,4.2,Health
Sweden,2011,6.8,Health
Slovenia,2011,7.1,Health
Slovakia,2011,6.8,Health
United Kingdom,2011,7.4,Health
Austria,2011,0.2,Public health services
Belgium,2011,0.2,Public health services
Bulgaria,2011,0.2,Public health services
Switzerland,2011,0.1,Public health services
Cyprus,2011,0,Public health services
Czechia,2011,1.4,Public health services
Germany (until 1990 former territory of the FRG),2011,0,Public health services
Denmark,2011,0.1,Public health services
Euro area (11 countries),2011,0.1,Public health services
Euro area (12 countries),2011,0.1,Public health services
Euro area (13 countries),2011,0.1,Public health services
Euro area (15 countries),2011,0.1,Public health services
Euro area (16 countries),2011,0.1,Public health services
Euro area (17 countries),2011,0.1,Public health services
Euro area (18 countries),2011,0.1,Public health services
Euro area (19 countries),2011,0.1,Public health services
Estonia,2011,0,Public health services
Greece,2011,0,Public health services
Spain,2011,0.1,Public health services
European Union - 15 countries (1995-2004),2011,0.1,Public health services
European Union - 25 countries (2004-2006),2011,0.1,Public health services
European Union - 27 countries (2007-2013),2011,0.1,Public health services
European Union - 28 countries,2011,0.1,Public health services
Finland,2011,0,Public health services
France,2011,0.1,Public health services
Croatia,2011,0.1,Public health services
Hungary,2011,0.1,Public health services
Ireland,2011,0.2,Public health services
Italy,2011,0.3,Public health services
Lithuania,2011,0.1,Public health services
Luxembourg,2011,0.1,Public health services
Latvia,2011,0,Public health services
Malta,2011,0.1,Public health services
Netherlands,2011,0.2,Public health services
Norway,2011,0.2,Public health services
Poland,2011,0.1,Public health services
Portugal,2011,0,Public health services
Romania,2011,0.1,Public health services
Sweden,2011,0.2,Public health services
Slovenia,2011,0.3,Public health services
Slovakia,2011,0,Public health services
United Kingdom,2011,0,Public health services
Austria,2011,0.4,R&D Health
Belgium,2011,0,R&D Health
Bulgaria,2011,NA,R&D Health
Switzerland,2011,0.1,R&D Health
Cyprus,2011,0,R&D Health
Czechia,2011,0,R&D Health
Germany (until 1990 former territory of the FRG),2011,0.1,R&D Health
Denmark,2011,0.2,R&D Health
Euro area (11 countries),2011,0.1,R&D Health
Euro area (12 countries),2011,0.1,R&D Health
Euro area (13 countries),2011,0.1,R&D Health
Euro area (15 countries),2011,0.1,R&D Health
Euro area (16 countries),2011,0.1,R&D Health
Euro area (17 countries),2011,0.1,R&D Health
Euro area (18 countries),2011,0.1,R&D Health
Euro area (19 countries),2011,0.1,R&D Health
Estonia,2011,0.2,R&D Health
Greece,2011,0,R&D Health
Spain,2011,0.3,R&D Health
European Union - 15 countries (1995-2004),2011,0.1,R&D Health
European Union - 25 countries (2004-2006),2011,0.1,R&D Health
European Union - 27 countries (2007-2013),2011,0.1,R&D Health
European Union - 28 countries,2011,0.1,R&D Health
Finland,2011,0.2,R&D Health
France,2011,0.1,R&D Health
Croatia,2011,0.2,R&D Health
Hungary,2011,0,R&D Health
Ireland,2011,0,R&D Health
Italy,2011,0.1,R&D Health
Lithuania,2011,0,R&D Health
Luxembourg,2011,0.2,R&D Health
Latvia,2011,0,R&D Health
Malta,2011,0,R&D Health
Netherlands,2011,0.3,R&D Health
Norway,2011,0.3,R&D Health
Poland,2011,0.1,R&D Health
Portugal,2011,0.2,R&D Health
Romania,2011,0,R&D Health
Sweden,2011,0.2,R&D Health
Slovenia,2011,0.2,R&D Health
Slovakia,2011,0,R&D Health
United Kingdom,2011,0.1,R&D Health
Austria,2010,7.9,Health
Belgium,2010,7.7,Health
Bulgaria,2010,4.4,Health
Switzerland,2010,1.9,Health
Cyprus,2010,3,Health
Czechia,2010,7.8,Health
Germany (until 1990 former territory of the FRG),2010,7,Health
Denmark,2010,8.6,Health
Euro area (11 countries),2010,7.4,Health
Euro area (12 countries),2010,7.3,Health
Euro area (13 countries),2010,7.3,Health
Euro area (15 countries),2010,7.3,Health
Euro area (16 countries),2010,7.3,Health
Euro area (17 countries),2010,7.3,Health
Euro area (18 countries),2010,7.3,Health
Euro area (19 countries),2010,7.3,Health
Estonia,2010,5.3,Health
Greece,2010,6.9,Health
Spain,2010,6.6,Health
European Union - 15 countries (1995-2004),2010,7.4,Health
European Union - 25 countries (2004-2006),2010,7.3,Health
European Union - 27 countries (2007-2013),2010,7.3,Health
European Union - 28 countries,2010,7.3,Health
Finland,2010,7.9,Health
France,2010,8,Health
Croatia,2010,6.1,Health
Hungary,2010,5,Health
Ireland,2010,7.5,Health
Italy,2010,7.4,Health
Lithuania,2010,6.9,Health
Luxembourg,2010,4.9,Health
Latvia,2010,4.2,Health
Malta,2010,5.3,Health
Netherlands,2010,7.8,Health
Norway,2010,7.4,Health
Poland,2010,5,Health
Portugal,2010,7.4,Health
Romania,2010,4.2,Health
Sweden,2010,6.8,Health
Slovenia,2010,7,Health
Slovakia,2010,7.2,Health
United Kingdom,2010,7.6,Health
Austria,2010,0.2,Public health services
Belgium,2010,0.2,Public health services
Bulgaria,2010,0.1,Public health services
Switzerland,2010,0.1,Public health services
Cyprus,2010,0,Public health services
Czechia,2010,1.4,Public health services
Germany (until 1990 former territory of the FRG),2010,0.1,Public health services
Denmark,2010,0.1,Public health services
Euro area (11 countries),2010,0.1,Public health services
Euro area (12 countries),2010,0.1,Public health services
Euro area (13 countries),2010,0.1,Public health services
Euro area (15 countries),2010,0.1,Public health services
Euro area (16 countries),2010,0.1,Public health services
Euro area (17 countries),2010,0.1,Public health services
Euro area (18 countries),2010,0.1,Public health services
Euro area (19 countries),2010,0.1,Public health services
Estonia,2010,0,Public health services
Greece,2010,0,Public health services
Spain,2010,0.1,Public health services
European Union - 15 countries (1995-2004),2010,0.1,Public health services
European Union - 25 countries (2004-2006),2010,0.1,Public health services
European Union - 27 countries (2007-2013),2010,0.1,Public health services
European Union - 28 countries,2010,0.1,Public health services
Finland,2010,0,Public health services
France,2010,0.1,Public health services
Croatia,2010,0,Public health services
Hungary,2010,0.1,Public health services
Ireland,2010,0.3,Public health services
Italy,2010,0.3,Public health services
Lithuania,2010,0.1,Public health services
Luxembourg,2010,0.1,Public health services
Latvia,2010,0.1,Public health services
Malta,2010,0.2,Public health services
Netherlands,2010,0.2,Public health services
Norway,2010,0.2,Public health services
Poland,2010,0.1,Public health services
Portugal,2010,0,Public health services
Romania,2010,0.1,Public health services
Sweden,2010,0.2,Public health services
Slovenia,2010,0.4,Public health services
Slovakia,2010,0,Public health services
United Kingdom,2010,0,Public health services
Austria,2010,0.4,R&D Health
Belgium,2010,0,R&D Health
Bulgaria,2010,NA,R&D Health
Switzerland,2010,0.1,R&D Health
Cyprus,2010,0,R&D Health
Czechia,2010,0,R&D Health
Germany (until 1990 former territory of the FRG),2010,0.1,R&D Health
Denmark,2010,0.2,R&D Health
Euro area (11 countries),2010,0.1,R&D Health
Euro area (12 countries),2010,0.1,R&D Health
Euro area (13 countries),2010,0.1,R&D Health
Euro area (15 countries),2010,0.1,R&D Health
Euro area (16 countries),2010,0.1,R&D Health
Euro area (17 countries),2010,0.1,R&D Health
Euro area (18 countries),2010,0.1,R&D Health
Euro area (19 countries),2010,0.1,R&D Health
Estonia,2010,0.3,R&D Health
Greece,2010,0,R&D Health
Spain,2010,0.3,R&D Health
European Union - 15 countries (1995-2004),2010,0.1,R&D Health
European Union - 25 countries (2004-2006),2010,0.1,R&D Health
European Union - 27 countries (2007-2013),2010,0.1,R&D Health
European Union - 28 countries,2010,0.1,R&D Health
Finland,2010,0.2,R&D Health
France,2010,0.1,R&D Health
Croatia,2010,0.2,R&D Health
Hungary,2010,0,R&D Health
Ireland,2010,0,R&D Health
Italy,2010,0.1,R&D Health
Lithuania,2010,0,R&D Health
Luxembourg,2010,0.2,R&D Health
Latvia,2010,0,R&D Health
Malta,2010,0,R&D Health
Netherlands,2010,0.3,R&D Health
Norway,2010,0.3,R&D Health
Poland,2010,0.1,R&D Health
Portugal,2010,0.1,R&D Health
Romania,2010,0,R&D Health
Sweden,2010,0.2,R&D Health
Slovenia,2010,0,R&D Health
Slovakia,2010,0,R&D Health
United Kingdom,2010,0.2,R&D Health
Austria,2009,7.8,Health
Belgium,2009,7.7,Health
Bulgaria,2009,4,Health
Switzerland,2009,1.9,Health
Cyprus,2009,3,Health
Czechia,2009,7.8,Health
Germany (until 1990 former territory of the FRG),2009,7.1,Health
Denmark,2009,8.9,Health
Euro area (11 countries),2009,7.4,Health
Euro area (12 countries),2009,7.4,Health
Euro area (13 countries),2009,7.4,Health
Euro area (15 countries),2009,7.4,Health
Euro area (16 countries),2009,7.4,Health
Euro area (17 countries),2009,7.4,Health
Euro area (18 countries),2009,7.4,Health
Euro area (19 countries),2009,7.4,Health
Estonia,2009,5.5,Health
Greece,2009,6.8,Health
Spain,2009,6.8,Health
European Union - 15 countries (1995-2004),2009,7.5,Health
European Union - 25 countries (2004-2006),2009,7.4,Health
European Union - 27 countries (2007-2013),2009,7.4,Health
European Union - 28 countries,2009,7.3,Health
Finland,2009,7.9,Health
France,2009,8,Health
Croatia,2009,6.2,Health
Hungary,2009,5.2,Health
Ireland,2009,7.8,Health
Italy,2009,7.5,Health
Lithuania,2009,6.7,Health
Luxembourg,2009,5.1,Health
Latvia,2009,4.6,Health
Malta,2009,5.1,Health
Netherlands,2009,7.4,Health
Norway,2009,7.6,Health
Poland,2009,5,Health
Portugal,2009,7.9,Health
Romania,2009,4,Health
Sweden,2009,7.1,Health
Slovenia,2009,6.8,Health
Slovakia,2009,7.2,Health
United Kingdom,2009,7.7,Health
Austria,2009,0.2,Public health services
Belgium,2009,0.2,Public health services
Bulgaria,2009,0.1,Public health services
Switzerland,2009,0.2,Public health services
Cyprus,2009,0,Public health services
Czechia,2009,1.3,Public health services
Germany (until 1990 former territory of the FRG),2009,0,Public health services
Denmark,2009,0.1,Public health services
Euro area (11 countries),2009,0.1,Public health services
Euro area (12 countries),2009,0.1,Public health services
Euro area (13 countries),2009,0.1,Public health services
Euro area (15 countries),2009,0.1,Public health services
Euro area (16 countries),2009,0.1,Public health services
Euro area (17 countries),2009,0.1,Public health services
Euro area (18 countries),2009,0.1,Public health services
Euro area (19 countries),2009,0.1,Public health services
Estonia,2009,0,Public health services
Greece,2009,0,Public health services
Spain,2009,0.1,Public health services
European Union - 15 countries (1995-2004),2009,0.1,Public health services
European Union - 25 countries (2004-2006),2009,0.1,Public health services
European Union - 27 countries (2007-2013),2009,0.1,Public health services
European Union - 28 countries,2009,0.1,Public health services
Finland,2009,0,Public health services
France,2009,0.1,Public health services
Croatia,2009,0.1,Public health services
Hungary,2009,0.2,Public health services
Ireland,2009,0.3,Public health services
Italy,2009,0.3,Public health services
Lithuania,2009,0.1,Public health services
Luxembourg,2009,0.1,Public health services
Latvia,2009,0.1,Public health services
Malta,2009,0.1,Public health services
Netherlands,2009,0.2,Public health services
Norway,2009,0.2,Public health services
Poland,2009,0.1,Public health services
Portugal,2009,0,Public health services
Romania,2009,0.1,Public health services
Sweden,2009,0.2,Public health services
Slovenia,2009,0.2,Public health services
Slovakia,2009,0,Public health services
United Kingdom,2009,0,Public health services
Austria,2009,0.4,R&D Health
Belgium,2009,0,R&D Health
Bulgaria,2009,NA,R&D Health
Switzerland,2009,0.1,R&D Health
Cyprus,2009,0,R&D Health
Czechia,2009,0,R&D Health
Germany (until 1990 former territory of the FRG),2009,0.1,R&D Health
Denmark,2009,0.2,R&D Health
Euro area (11 countries),2009,0.1,R&D Health
Euro area (12 countries),2009,0.1,R&D Health
Euro area (13 countries),2009,0.1,R&D Health
Euro area (15 countries),2009,0.1,R&D Health
Euro area (16 countries),2009,0.1,R&D Health
Euro area (17 countries),2009,0.1,R&D Health
Euro area (18 countries),2009,0.1,R&D Health
Euro area (19 countries),2009,0.1,R&D Health
Estonia,2009,0.1,R&D Health
Greece,2009,0,R&D Health
Spain,2009,0.3,R&D Health
European Union - 15 countries (1995-2004),2009,0.1,R&D Health
European Union - 25 countries (2004-2006),2009,0.1,R&D Health
European Union - 27 countries (2007-2013),2009,0.1,R&D Health
European Union - 28 countries,2009,0.1,R&D Health
Finland,2009,0.2,R&D Health
France,2009,0.1,R&D Health
Croatia,2009,0.2,R&D Health
Hungary,2009,0,R&D Health
Ireland,2009,0,R&D Health
Italy,2009,0.1,R&D Health
Lithuania,2009,0,R&D Health
Luxembourg,2009,0.2,R&D Health
Latvia,2009,0,R&D Health
Malta,2009,0,R&D Health
Netherlands,2009,0.3,R&D Health
Norway,2009,0.3,R&D Health
Poland,2009,0.1,R&D Health
Portugal,2009,0.1,R&D Health
Romania,2009,0,R&D Health
Sweden,2009,0.2,R&D Health
Slovenia,2009,0,R&D Health
Slovakia,2009,0,R&D Health
United Kingdom,2009,0.2,R&D Health
Austria,2008,7.5,Health
Belgium,2008,7.2,Health
Bulgaria,2008,4.4,Health
Switzerland,2008,1.8,Health
Cyprus,2008,2.7,Health
Czechia,2008,6.9,Health
Germany (until 1990 former territory of the FRG),2008,6.4,Health
Denmark,2008,7.9,Health
Euro area (11 countries),2008,6.8,Health
Euro area (12 countries),2008,6.8,Health
Euro area (13 countries),2008,6.8,Health
Euro area (15 countries),2008,6.8,Health
Euro area (16 countries),2008,6.8,Health
Euro area (17 countries),2008,6.8,Health
Euro area (18 countries),2008,6.8,Health
Euro area (19 countries),2008,6.8,Health
Estonia,2008,5.1,Health
Greece,2008,6.5,Health
Spain,2008,6,Health
European Union - 15 countries (1995-2004),2008,6.8,Health
European Union - 25 countries (2004-2006),2008,6.7,Health
European Union - 27 countries (2007-2013),2008,6.7,Health
European Union - 28 countries,2008,6.7,Health
Finland,2008,7,Health
France,2008,7.4,Health
Croatia,2008,6,Health
Hungary,2008,4.9,Health
Ireland,2008,6.9,Health
Italy,2008,7,Health
Lithuania,2008,5.6,Health
Luxembourg,2008,4.4,Health
Latvia,2008,4.3,Health
Malta,2008,5.3,Health
Netherlands,2008,6.6,Health
Norway,2008,6.6,Health
Poland,2008,5,Health
Portugal,2008,7.2,Health
Romania,2008,3.6,Health
Sweden,2008,6.6,Health
Slovenia,2008,6.1,Health
Slovakia,2008,6.7,Health
United Kingdom,2008,6.9,Health
Austria,2008,0.2,Public health services
Belgium,2008,0.1,Public health services
Bulgaria,2008,0.2,Public health services
Switzerland,2008,0.1,Public health services
Cyprus,2008,0,Public health services
Czechia,2008,1.3,Public health services
Germany (until 1990 former territory of the FRG),2008,0,Public health services
Denmark,2008,0.1,Public health services
Euro area (11 countries),2008,0.1,Public health services
Euro area (12 countries),2008,0.1,Public health services
Euro area (13 countries),2008,0.1,Public health services
Euro area (15 countries),2008,0.1,Public health services
Euro area (16 countries),2008,0.1,Public health services
Euro area (17 countries),2008,0.1,Public health services
Euro area (18 countries),2008,0.1,Public health services
Euro area (19 countries),2008,0.1,Public health services
Estonia,2008,0,Public health services
Greece,2008,0,Public health services
Spain,2008,0.1,Public health services
European Union - 15 countries (1995-2004),2008,0.1,Public health services
European Union - 25 countries (2004-2006),2008,0.1,Public health services
European Union - 27 countries (2007-2013),2008,0.1,Public health services
European Union - 28 countries,2008,0.1,Public health services
Finland,2008,0,Public health services
France,2008,0.1,Public health services
Croatia,2008,0.1,Public health services
Hungary,2008,0.2,Public health services
Ireland,2008,0.2,Public health services
Italy,2008,0.3,Public health services
Lithuania,2008,0.1,Public health services
Luxembourg,2008,0,Public health services
Latvia,2008,0.1,Public health services
Malta,2008,0.1,Public health services
Netherlands,2008,0.2,Public health services
Norway,2008,0.2,Public health services
Poland,2008,0.1,Public health services
Portugal,2008,0,Public health services
Romania,2008,0.1,Public health services
Sweden,2008,0.2,Public health services
Slovenia,2008,0.2,Public health services
Slovakia,2008,0,Public health services
United Kingdom,2008,0,Public health services
Austria,2008,0.4,R&D Health
Belgium,2008,0,R&D Health
Bulgaria,2008,NA,R&D Health
Switzerland,2008,0.1,R&D Health
Cyprus,2008,0,R&D Health
Czechia,2008,0,R&D Health
Germany (until 1990 former territory of the FRG),2008,0.1,R&D Health
Denmark,2008,0.2,R&D Health
Euro area (11 countries),2008,0.1,R&D Health
Euro area (12 countries),2008,0.1,R&D Health
Euro area (13 countries),2008,0.1,R&D Health
Euro area (15 countries),2008,0.1,R&D Health
Euro area (16 countries),2008,0.1,R&D Health
Euro area (17 countries),2008,0.1,R&D Health
Euro area (18 countries),2008,0.1,R&D Health
Euro area (19 countries),2008,0.1,R&D Health
Estonia,2008,0.2,R&D Health
Greece,2008,0,R&D Health
Spain,2008,0.2,R&D Health
European Union - 15 countries (1995-2004),2008,0.1,R&D Health
European Union - 25 countries (2004-2006),2008,0.1,R&D Health
European Union - 27 countries (2007-2013),2008,0.1,R&D Health
European Union - 28 countries,2008,0.1,R&D Health
Finland,2008,0.2,R&D Health
France,2008,0.1,R&D Health
Croatia,2008,0.4,R&D Health
Hungary,2008,0,R&D Health
Ireland,2008,0,R&D Health
Italy,2008,0.1,R&D Health
Lithuania,2008,0,R&D Health
Luxembourg,2008,0.1,R&D Health
Latvia,2008,0,R&D Health
Malta,2008,0,R&D Health
Netherlands,2008,0.3,R&D Health
Norway,2008,0.3,R&D Health
Poland,2008,0.1,R&D Health
Portugal,2008,0.1,R&D Health
Romania,2008,0,R&D Health
Sweden,2008,0.2,R&D Health
Slovenia,2008,0,R&D Health
Slovakia,2008,0,R&D Health
United Kingdom,2008,0.2,R&D Health
Austria,2007,7.4,Health
Belgium,2007,6.7,Health
Bulgaria,2007,4,Health
Switzerland,2007,1.7,Health
Cyprus,2007,2.6,Health
Czechia,2007,6.8,Health
Germany (until 1990 former territory of the FRG),2007,6.3,Health
Denmark,2007,7.7,Health
Euro area (11 countries),2007,6.6,Health
Euro area (12 countries),2007,6.6,Health
Euro area (13 countries),2007,6.6,Health
Euro area (15 countries),2007,6.6,Health
Euro area (16 countries),2007,6.6,Health
Euro area (17 countries),2007,6.6,Health
Euro area (18 countries),2007,6.6,Health
Euro area (19 countries),2007,6.6,Health
Estonia,2007,4.3,Health
Greece,2007,6,Health
Spain,2007,5.7,Health
European Union - 15 countries (1995-2004),2007,6.6,Health
European Union - 25 countries (2004-2006),2007,6.5,Health
European Union - 27 countries (2007-2013),2007,6.5,Health
European Union - 28 countries,2007,6.5,Health
Finland,2007,6.6,Health
France,2007,7.5,Health
Croatia,2007,5.8,Health
Hungary,2007,4.9,Health
Ireland,2007,6.2,Health
Italy,2007,6.7,Health
Lithuania,2007,5.2,Health
Luxembourg,2007,4.3,Health
Latvia,2007,4,Health
Malta,2007,5.5,Health
Netherlands,2007,6.7,Health
Norway,2007,6.9,Health
Poland,2007,4.5,Health
Portugal,2007,7.1,Health
Romania,2007,3.6,Health
Sweden,2007,6.4,Health
Slovenia,2007,5.8,Health
Slovakia,2007,6.1,Health
United Kingdom,2007,6.5,Health
Austria,2007,0.2,Public health services
Belgium,2007,0.1,Public health services
Bulgaria,2007,0.1,Public health services
Switzerland,2007,0.1,Public health services
Cyprus,2007,0,Public health services
Czechia,2007,1.3,Public health services
Germany (until 1990 former territory of the FRG),2007,0,Public health services
Denmark,2007,0.1,Public health services
Euro area (11 countries),2007,0.1,Public health services
Euro area (12 countries),2007,0.1,Public health services
Euro area (13 countries),2007,0.1,Public health services
Euro area (15 countries),2007,0.1,Public health services
Euro area (16 countries),2007,0.1,Public health services
Euro area (17 countries),2007,0.1,Public health services
Euro area (18 countries),2007,0.1,Public health services
Euro area (19 countries),2007,0.1,Public health services
Estonia,2007,0,Public health services
Greece,2007,0,Public health services
Spain,2007,0.1,Public health services
European Union - 15 countries (1995-2004),2007,0.1,Public health services
European Union - 25 countries (2004-2006),2007,0.1,Public health services
European Union - 27 countries (2007-2013),2007,0.1,Public health services
European Union - 28 countries,2007,0.1,Public health services
Finland,2007,0,Public health services
France,2007,0.1,Public health services
Croatia,2007,0.1,Public health services
Hungary,2007,0.2,Public health services
Ireland,2007,0.2,Public health services
Italy,2007,0.2,Public health services
Lithuania,2007,0.1,Public health services
Luxembourg,2007,0,Public health services
Latvia,2007,0.1,Public health services
Malta,2007,0.1,Public health services
Netherlands,2007,0.2,Public health services
Norway,2007,0.2,Public health services
Poland,2007,0.1,Public health services
Portugal,2007,0,Public health services
Romania,2007,0.1,Public health services
Sweden,2007,0.1,Public health services
Slovenia,2007,0.2,Public health services
Slovakia,2007,0,Public health services
United Kingdom,2007,0,Public health services
Austria,2007,0.4,R&D Health
Belgium,2007,0,R&D Health
Bulgaria,2007,NA,R&D Health
Switzerland,2007,0,R&D Health
Cyprus,2007,0,R&D Health
Czechia,2007,0,R&D Health
Germany (until 1990 former territory of the FRG),2007,0.1,R&D Health
Denmark,2007,0.1,R&D Health
Euro area (11 countries),2007,0.1,R&D Health
Euro area (12 countries),2007,0.1,R&D Health
Euro area (13 countries),2007,0.1,R&D Health
Euro area (15 countries),2007,0.1,R&D Health
Euro area (16 countries),2007,0.1,R&D Health
Euro area (17 countries),2007,0.1,R&D Health
Euro area (18 countries),2007,0.1,R&D Health
Euro area (19 countries),2007,0.1,R&D Health
Estonia,2007,0.2,R&D Health
Greece,2007,0,R&D Health
Spain,2007,0.2,R&D Health
European Union - 15 countries (1995-2004),2007,0.1,R&D Health
European Union - 25 countries (2004-2006),2007,0.1,R&D Health
European Union - 27 countries (2007-2013),2007,0.1,R&D Health
European Union - 28 countries,2007,0.1,R&D Health
Finland,2007,0.2,R&D Health
France,2007,0.1,R&D Health
Croatia,2007,0.2,R&D Health
Hungary,2007,0,R&D Health
Ireland,2007,0,R&D Health
Italy,2007,0.1,R&D Health
Lithuania,2007,0,R&D Health
Luxembourg,2007,0.1,R&D Health
Latvia,2007,0,R&D Health
Malta,2007,0,R&D Health
Netherlands,2007,0.2,R&D Health
Norway,2007,0.3,R&D Health
Poland,2007,0.1,R&D Health
Portugal,2007,0.1,R&D Health
Romania,2007,0,R&D Health
Sweden,2007,0.2,R&D Health
Slovenia,2007,0,R&D Health
Slovakia,2007,0,R&D Health
United Kingdom,2007,0.1,R&D Health
Austria,2006,7.3,Health
Belgium,2006,6.6,Health
Bulgaria,2006,3.8,Health
Switzerland,2006,1.7,Health
Cyprus,2006,2.8,Health
Czechia,2006,7,Health
Germany (until 1990 former territory of the FRG),2006,6.4,Health
Denmark,2006,7.3,Health
Euro area (11 countries),2006,6.7,Health
Euro area (12 countries),2006,6.7,Health
Euro area (13 countries),2006,6.7,Health
Euro area (15 countries),2006,6.7,Health
Euro area (16 countries),2006,6.7,Health
Euro area (17 countries),2006,6.7,Health
Euro area (18 countries),2006,6.7,Health
Euro area (19 countries),2006,6.7,Health
Estonia,2006,4.2,Health
Greece,2006,5.9,Health
Spain,2006,5.6,Health
European Union - 15 countries (1995-2004),2006,6.7,Health
European Union - 25 countries (2004-2006),2006,6.6,Health
European Union - 27 countries (2007-2013),2006,6.6,Health
European Union - 28 countries,2006,6.6,Health
Finland,2006,6.8,Health
France,2006,7.6,Health
Croatia,2006,5.7,Health
Hungary,2006,5.7,Health
Ireland,2006,5.9,Health
Italy,2006,6.9,Health
Lithuania,2006,5.3,Health
Luxembourg,2006,4.5,Health
Latvia,2006,4.3,Health
Malta,2006,6,Health
Netherlands,2006,6.7,Health
Norway,2006,6.9,Health
Poland,2006,4.6,Health
Portugal,2006,7,Health
Romania,2006,3.3,Health
Sweden,2006,6.4,Health
Slovenia,2006,6.2,Health
Slovakia,2006,6.5,Health
United Kingdom,2006,6.5,Health
Austria,2006,0.2,Public health services
Belgium,2006,0.2,Public health services
Bulgaria,2006,0.1,Public health services
Switzerland,2006,0.1,Public health services
Cyprus,2006,0,Public health services
Czechia,2006,1.3,Public health services
Germany (until 1990 former territory of the FRG),2006,0,Public health services
Denmark,2006,0.1,Public health services
Euro area (11 countries),2006,0.1,Public health services
Euro area (12 countries),2006,0.1,Public health services
Euro area (13 countries),2006,0.1,Public health services
Euro area (15 countries),2006,0.1,Public health services
Euro area (16 countries),2006,0.1,Public health services
Euro area (17 countries),2006,0.1,Public health services
Euro area (18 countries),2006,0.1,Public health services
Euro area (19 countries),2006,0.1,Public health services
Estonia,2006,0,Public health services
Greece,2006,0,Public health services
Spain,2006,0.1,Public health services
European Union - 15 countries (1995-2004),2006,0.1,Public health services
European Union - 25 countries (2004-2006),2006,0.1,Public health services
European Union - 27 countries (2007-2013),2006,0.1,Public health services
European Union - 28 countries,2006,0.1,Public health services
Finland,2006,0,Public health services
France,2006,0.1,Public health services
Croatia,2006,0,Public health services
Hungary,2006,0.2,Public health services
Ireland,2006,0.2,Public health services
Italy,2006,0.2,Public health services
Lithuania,2006,0.1,Public health services
Luxembourg,2006,0,Public health services
Latvia,2006,0.1,Public health services
Malta,2006,0.1,Public health services
Netherlands,2006,0.2,Public health services
Norway,2006,0.2,Public health services
Poland,2006,0.1,Public health services
Portugal,2006,0,Public health services
Romania,2006,0,Public health services
Sweden,2006,0.1,Public health services
Slovenia,2006,0.2,Public health services
Slovakia,2006,0,Public health services
United Kingdom,2006,0,Public health services
Austria,2006,0.4,R&D Health
Belgium,2006,0,R&D Health
Bulgaria,2006,NA,R&D Health
Switzerland,2006,0,R&D Health
Cyprus,2006,0,R&D Health
Czechia,2006,0,R&D Health
Germany (until 1990 former territory of the FRG),2006,0.1,R&D Health
Denmark,2006,0.2,R&D Health
Euro area (11 countries),2006,0.1,R&D Health
Euro area (12 countries),2006,0.1,R&D Health
Euro area (13 countries),2006,0.1,R&D Health
Euro area (15 countries),2006,0.1,R&D Health
Euro area (16 countries),2006,0.1,R&D Health
Euro area (17 countries),2006,0.1,R&D Health
Euro area (18 countries),2006,0.1,R&D Health
Euro area (19 countries),2006,0.1,R&D Health
Estonia,2006,0.1,R&D Health
Greece,2006,0,R&D Health
Spain,2006,0.2,R&D Health
European Union - 15 countries (1995-2004),2006,0.1,R&D Health
European Union - 25 countries (2004-2006),2006,0.1,R&D Health
European Union - 27 countries (2007-2013),2006,0.1,R&D Health
European Union - 28 countries,2006,0.1,R&D Health
Finland,2006,0.2,R&D Health
France,2006,0.1,R&D Health
Croatia,2006,0.2,R&D Health
Hungary,2006,0,R&D Health
Ireland,2006,0,R&D Health
Italy,2006,0.1,R&D Health
Lithuania,2006,0,R&D Health
