iso3,country,employment_in_industry,year,indicator,indicator.label,note_source.label
ESP,Spain,29.47,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,29.91,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,30.51,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,30.68,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,30.83,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,31.46,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,31.04,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,30.71,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,30.21,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,29.57,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,29.4,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,29.11,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,27.83,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,24.58,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,22.97,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,21.76,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,20.67,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,19.75,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,19.45,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,19.9,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,19.61,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,20.06,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,20.33,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,34.23,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,33.65,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,33.43,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,32.95,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,31.64,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,34.99,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,33.75,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,29.8,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,30.7,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,33.95,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,34.05,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,33.52,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,35.1,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,35.2,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,31.39,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,30.27,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,32.41,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,31.08,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,30.24,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,30.11,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,30.6,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,29.64,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,29.84,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,29.65,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27.58,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,26.78,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27.32,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,28.19,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27.65,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27.88,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,27.08,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,26.59,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,25.98,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,25.75,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,25.61,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,25.66,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,25.03,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,23.85,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,23.19,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.89,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.69,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.75,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,21.79,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,21.63,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.08,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.11,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,22.27,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.93,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.5,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.55,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.32,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.29,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.26,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,26.03,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,25.39,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,23.95,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,24.18,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,23.69,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,23.76,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,23.29,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,23.13,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,22.56,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,22.15,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,22.08,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,21.66,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,21.13,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,20.32,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,20.12,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,20.03,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,20.24,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
FRA,France,20,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,27.3,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,27.3,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,26.77,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,26.58,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,25.74,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,25.1,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,24.57,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,23.86,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,23.3,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,22.24,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,22.16,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,22,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,22.11,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,21.93,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,19.48,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,19.07,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,19.04,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.88,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.69,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.8,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.53,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.36,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.13,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,18.02,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GEO,Georgia,10.18,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,9.44,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,9.8,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,9.28,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,8.22,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,8.35,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,8.83,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,9.29,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,9.05,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,10.37,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,10.21,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,10.59,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,10.91,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,10.78,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,10.77,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,11.07,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,10.97,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,11.87,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,13.17,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GRC,Greece,23.2,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.87,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.46,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,23.24,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.96,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.6,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,23.06,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.8,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.54,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.45,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.39,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.02,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.44,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,22.22,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,21.13,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,19.59,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,17.69,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,16.54,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.56,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,14.98,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,14.94,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.24,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.41,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.25,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,29.11,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,29.54,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: June | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,26.42,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: March
HRV,Croatia,29.82,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,30.23,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,29.63,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,28.62,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,29.32,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,30.63,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,30.84,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,29.01,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,27.43,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,27.92,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,27.87,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,27.59,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,26.93,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,26.67,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,26.92,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,26.38,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,27.37,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.57,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old
HUN,Hungary,33.24,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,33.23,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,34.78,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,34.35,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,33.77,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,34.42,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,34.14,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,33.4,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.95,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.48,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.32,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.51,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.22,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,31.16,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,30.7,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,30.84,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,29.79,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,29.9,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,30.39,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,30.28,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,30.41,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,31.52,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,32.42,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.69,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.23,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,28.47,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,28.68,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,28.3,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,28.46,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,28.93,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.62,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.74,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.58,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.6,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,27.61,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,25.66,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,23.2,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,19.78,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,18.01,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,17.41,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,16.96,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,17.21,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,17.27,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,18.06,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,18.49,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,18.77,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,18.75,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,33.66,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,33.35,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,32.62,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,32.73,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,32.38,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,31.79,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,31.74,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,31.59,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,31.77,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
