iso3,country,participation_rate,year,indicator,indicator.label,note_source.label
EST,Estonia,58.97,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,59.0659,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,58.7389,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,60.6373,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,60.5534,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,61.1061,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,60.7197,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,60.4995,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,61.3048,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,61.3111,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,61.3255,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,61.1204,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,62.1246,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,62.869,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,63.655,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,63.8047,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,61.106,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.3579,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,60.138,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,60.2664,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,62.9697,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,63.2145,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,63.2851,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,63.2196,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,62.8288,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,62.1047,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,60.7447,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,61.03,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,61.2359,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,61.4778,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,60.4867,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.9567,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.9069,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.7466,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.1402,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,58.9442,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,58.9414,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,58.6078,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,58.8825,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FIN,Finland,59.4444,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.4449,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7698,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.4451,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.4611,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7482,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7033,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.4988,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7153,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.4056,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.2535,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.2353,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.152,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.2765,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.3663,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.5821,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.5131,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.2632,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.4688,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.4365,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.1105,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,56.0637,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.9333,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7539,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
FRA,France,55.7947,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GEO,Georgia,66,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,64.1,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,66.21,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,64.95,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,66.02,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,64.77,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,64.05,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,62.6,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
GEO,Georgia,64.5875,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,65.4938,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,66.2182,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,67.5542,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,67.1517,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,67.6967,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,68.781,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,68.4246,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,65.8321,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
DEU,Germany,57.7172,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.6129,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.6729,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.6837,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.8654,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.4591,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.4809,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.2734,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,57.3179,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,56.8726,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,58.4165,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,58.9571,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,59.1493,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,59.2372,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,59.392,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,59.3698,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,60.0901,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,60.0673,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,60.3529,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,60.4078,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,60.169,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,61.0075,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,61.2099,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DEU,Germany,61.283,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,49.2041,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,49.6616,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,48.8536,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.0591,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.3567,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.2852,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,51.5368,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,51.7963,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.2429,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.9884,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.9014,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,53.0792,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.9347,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.9755,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,53.4476,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,53.5046,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.6646,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.3294,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.0278,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,51.8271,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,51.9941,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.1501,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,52.0841,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
GRC,Greece,51.8922,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,52.371,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: OECD
HUN,Hungary,48.3162,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,47.6058,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,48.3698,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.3049,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.5555,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,48.8674,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,48.9156,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.7342,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.4866,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,50.1722,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,50.6547,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,50.3236,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.9088,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,49.8552,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,50.3436,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,50.6774,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,51.6601,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,52.1802,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,53.6809,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,54.7571,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,55.696,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,56.2739,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HUN,Hungary,56.7315,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,53.9353,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,54.8719,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,55.4455,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,56.4527,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,57.9512,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,58.9864,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,59.1864,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,59.5996,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,59.6963,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,60.0679,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.96,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,63.175,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,66.6272,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,65.9425,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,64.087,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,62.6039,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.9668,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.639,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.9632,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.7552,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.8267,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,62.182,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,61.9831,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
IRL,Ireland,62.17,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,47.2942,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,47.4453,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,47.4954,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,47.7797,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.0589,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.1451,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.3052,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.7791,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.2611,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.6812,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.1107,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.0769,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.7525,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.1016,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.4774,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.2051,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.1434,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.0834,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.7932,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.0586,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,48.9685,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.5018,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.8148,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
ITA,Italy,49.917,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,70.11,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,70.02,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,69.86,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,71.12,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,70.7,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,71.2,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,71.3,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,71.147750944,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,69.7,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
KGZ,Kyrgyzstan,64.4,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: November
KGZ,Kyrgyzstan,63.68,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: November
KGZ,Kyrgyzstan,65.49,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: November
KGZ,Kyrgyzstan,63.91,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,64.28,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,64.85,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,64.2,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,62.46,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,62.35,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,62.38,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,61.53,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
KGZ,Kyrgyzstan,60.08,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers
KGZ,Kyrgyzstan,59.8,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers
LVA,Latvia,59.085,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,57.7397,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,56.1841,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,56.5877,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,57.9843,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,57.0984,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,57.4024,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,57.3603,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,59.0965,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,60.255,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,61.5451,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,60.1299,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
LVA,Latvia,58.8843,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
