iso3,country,emp_pop_ratio,year,indicator,indicator.label,source.label
BIH,Bosnia and Herzegovina,37.056,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BIH - ILO - ILO modelled estimates
BGR,Bulgaria,47.586,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,46.674,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,45.754,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,45.693,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,43.811,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,41.79,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,41.358,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,41.9,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,43.373,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,44.926,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,45.299,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,47.641,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,50.094,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,52.037,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,50.626,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,47.918,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,46.618,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,46.561,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,46.892,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,47.964,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,49.227,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,49.406,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,52.04,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
BGR,Bulgaria,52.439,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",BGR - ILO - ILO modelled estimates
HRV,Croatia,49.905,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,49.742,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,49.357,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,48.107,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.638,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,45.028,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,44.858,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,44.42,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,45.044,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.181,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.584,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.851,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,47.843,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,48.739,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,48.365,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.558,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,44.786,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,43.22,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,42.097,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,43.358,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,44.335,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,44.741,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,46.07,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
HRV,Croatia,47.113,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",HRV - ILO - ILO modelled estimates
CYP,Cyprus,58.017,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,57.985,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,58.017,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,57.455,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,57.09,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,57.796,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,59.639,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,59.973,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,60.442,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,60.675,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,59.674,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,60.35,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,61.08,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,61.095,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,60.186,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,60.054,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,58.227,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,55.419,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,52.742,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,53.072,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,53.296,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,53.969,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,55.404,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CYP,Cyprus,57.13,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CYP - ILO - ILO modelled estimates
CZE,Czech Republic,58.934,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,58.676,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,57.914,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,56.918,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.445,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.856,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.968,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.434,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.892,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.276,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.782,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.079,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.725,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.916,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.698,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.102,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.318,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,54.567,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.227,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,55.809,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,56.612,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,57.764,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,58.702,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
CZE,Czech Republic,58.798,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",CZE - ILO - ILO modelled estimates
DNK,Denmark,60.781,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,60.923,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.226,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.164,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.783,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.825,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.683,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,63.272,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,61.98,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.577,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,62.68,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,63.674,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,63.345,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,63.783,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,61.398,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,59.563,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,59.114,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,58.42,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,57.964,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,57.995,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,58.197,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,59.394,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,58.459,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
DNK,Denmark,58.863,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",DNK - ILO - ILO modelled estimates
EST,Estonia,55.796,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,55.133,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,55.178,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,54.683,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,52.373,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,51.118,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,50.467,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,51.138,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,52.198,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,52.875,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,53.913,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,56.994,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,57.887,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,58.003,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,52.629,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,50.416,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,53.657,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,55.136,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,55.995,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,56.656,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,58.349,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,58.69,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,59.956,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
EST,Estonia,59.873,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",EST - ILO - ILO modelled estimates
FIN,Finland,49.658,1995,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,49.958,1996,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,51.001,1997,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,52.14,1998,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.701,1999,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.233,2000,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.92,2001,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.922,2002,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.642,2003,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.282,2004,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,55.519,2005,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,56.316,2006,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,57.103,2007,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,57.597,2008,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,55.454,2009,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.817,2010,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,55.167,2011,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,55.073,2012,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,54.209,2013,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.769,2014,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.31,2015,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.316,2016,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.664,2017,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
FIN,Finland,53.997,2018,EMP_2WAP_NOC_RT,"Employment-to-population ratio -- ILO modelled estimates, November 2018 (%)",FIN - ILO - ILO modelled estimates
