country,year,Female,Male,gender_parity_in_life_expectancy_at_birth
Republic of Moldova,2012,75,67.2,1.1
Republic of Moldova,2013,75.6,68,1.1
Republic of Moldova,2014,75.4,67.5,1.1
Republic of Moldova,2015,75.5,67.5,1.1
Republic of Moldova,2016,76.2,68.1,1.1
Republic of Moldova,2017,77,69.4,1.1
Romania,1990,73.1,66.7,1.1
Romania,1995,73.5,65.5,1.1
Romania,2000,74.8,67.7,1.1
Romania,2001,74.9,67.5,1.1
Romania,2002,74.6,67.3,1.1
Romania,2003,74.8,67.4,1.1
Romania,2004,75.1,67.8,1.1
Romania,2005,75.4,68.4,1.1
Romania,2006,76.1,69,1.1
Romania,2007,76.8,69.5,1.1
Romania,2008,77.5,69.7,1.1
Romania,2009,77.7,69.8,1.1
Romania,2010,77.7,70,1.1
Romania,2011,78.2,70.8,1.1
Romania,2012,78.1,70.9,1.1
Romania,2013,78.7,71.6,1.1
Romania,2014,78.7,71.3,1.1
Romania,2015,78.6,71.4,1.1
Romania,2016,79.1,71.7,1.1
Romania,2017,79.1,71.7,1.1
Russian Federation,1990,74.4,63.8,1.2
Russian Federation,1995,71.7,58.3,1.2
Russian Federation,2000,72.4,59.2,1.2
Russian Federation,2001,72.3,59.1,1.2
Russian Federation,2002,72,58.9,1.2
Russian Federation,2003,71.9,58.7,1.2
Russian Federation,2004,72.4,59.1,1.2
Russian Federation,2005,72.4,59,1.2
Russian Federation,2006,73.3,60.5,1.2
Russian Federation,2007,74,61.5,1.2
Russian Federation,2008,74.3,61.9,1.2
Russian Federation,2009,74.8,62.8,1.2
Russian Federation,2010,74.9,63.1,1.2
Russian Federation,2011,75.6,64,1.2
Russian Federation,2012,75.9,64.6,1.2
Russian Federation,2013,76.3,65.1,1.2
Russian Federation,2014,NA,NA,NA
Russian Federation,2015,NA,NA,NA
Russian Federation,2016,NA,NA,NA
Russian Federation,2017,NA,NA,NA
Serbia,1990,74.4,68.8,1.1
Serbia,1995,74.6,69.8,1.1
Serbia,2000,75.1,69.5,1.1
Serbia,2001,75,69.6,1.1
Serbia,2002,75,69.7,1.1
Serbia,2003,75.1,69.9,1.1
Serbia,2004,75.4,69.9,1.1
Serbia,2005,75.4,70,1.1
Serbia,2006,75.9,70.6,1.1
Serbia,2007,76.1,70.7,1.1
Serbia,2008,76.2,71,1.1
Serbia,2009,76.4,71.1,1.1
Serbia,2010,76.6,71.4,1.1
Serbia,2011,76.8,71.6,1.1
Serbia,2012,77.3,72.2,1.1
Serbia,2013,77.9,72.6,1.1
Serbia,2014,78,72.8,1.1
Serbia,2015,77.9,72.8,1.1
Serbia,2016,78.3,73.2,1.1
Serbia,2017,78.1,73.1,1.1
Slovakia,1990,75.7,66.7,1.1
Slovakia,1995,76.5,68.4,1.1
Slovakia,2000,77.5,69.2,1.1
Slovakia,2001,77.7,69.5,1.1
Slovakia,2002,77.7,69.8,1.1
Slovakia,2003,77.7,69.8,1.1
Slovakia,2004,78,70.3,1.1
Slovakia,2005,78.1,70.2,1.1
Slovakia,2006,78.4,70.4,1.1
Slovakia,2007,78.4,70.6,1.1
Slovakia,2008,79,70.9,1.1
Slovakia,2009,79.1,71.4,1.1
Slovakia,2010,79.3,71.8,1.1
Slovakia,2011,79.8,72.3,1.1
Slovakia,2012,79.9,72.5,1.1
Slovakia,2013,80.1,72.9,1.1
Slovakia,2014,80.5,73.3,1.1
Slovakia,2015,80.2,73.1,1.1
Slovakia,2016,80.7,73.8,1.1
Slovakia,2017,80.7,73.8,1.1
Slovenia,1990,77.8,69.8,1.1
Slovenia,1995,78.5,70.8,1.1
Slovenia,2000,79.9,72.2,1.1
Slovenia,2001,80.4,72.3,1.1
Slovenia,2002,80.5,72.6,1.1
Slovenia,2003,80.3,72.5,1.1
Slovenia,2004,80.8,73.5,1.1
Slovenia,2005,80.9,73.9,1.1
Slovenia,2006,82,74.5,1.1
Slovenia,2007,82,74.6,1.1
Slovenia,2008,82.6,75.5,1.1
Slovenia,2009,82.7,75.9,1.1
Slovenia,2010,83.1,76.4,1.1
Slovenia,2011,83.3,76.8,1.1
Slovenia,2012,83.3,77.1,1.1
Slovenia,2013,83.6,77.2,1.1
Slovenia,2014,84.1,78.2,1.1
Slovenia,2015,83.9,77.8,1.1
Slovenia,2016,84.3,78.2,1.1
Slovenia,2017,84,78.2,1.1
Spain,1990,80.6,73.3,1.1
Spain,1995,81.8,74.4,1.1
Spain,2000,82.8,75.8,1.1
Spain,2001,83.2,76.3,1.1
Spain,2002,83.3,76.4,1.1
Spain,2003,83,76.4,1.1
Spain,2004,83.7,77,1.1
Spain,2005,83.6,77,1.1
Spain,2006,84.4,77.8,1.1
Spain,2007,84.4,77.9,1.1
Spain,2008,84.6,78.3,1.1
Spain,2009,85,78.8,1.1
Spain,2010,85.5,79.2,1.1
Spain,2011,85.6,79.5,1.1
Spain,2012,85.5,79.5,1.1
Spain,2013,86.1,80.2,1.1
Spain,2014,86.2,80.4,1.1
Spain,2015,85.7,80.1,1.1
Spain,2016,86.3,80.5,1.1
Spain,2017,86.1,80.6,1.1
Sweden,1990,80.5,74.8,1.1
Sweden,1995,81.7,76.2,1.1
Sweden,2000,82,77.4,1.1
Sweden,2001,82.2,77.6,1.1
Sweden,2002,82.1,77.7,1.1
Sweden,2003,82.5,78,1.1
Sweden,2004,82.8,78.4,1.1
Sweden,2005,82.9,78.5,1.1
Sweden,2006,83.1,78.8,1.1
Sweden,2007,83.1,79,1.1
Sweden,2008,83.3,79.2,1.1
Sweden,2009,83.5,79.4,1.1
Sweden,2010,83.6,79.6,1.1
Sweden,2011,83.8,79.9,1
Sweden,2012,83.6,79.9,1
Sweden,2013,83.8,80.2,1
Sweden,2014,84.2,80.4,1
Sweden,2015,84.1,80.4,1
Sweden,2016,84.1,80.6,1
Sweden,2017,84.1,80.8,1
Switzerland,1990,80.9,74,1.1
Switzerland,1995,81.9,75.4,1.1
Switzerland,2000,82.8,77,1.1
Switzerland,2001,83.2,77.5,1.1
Switzerland,2002,83.2,77.9,1.1
Switzerland,2003,83.2,78,1.1
Switzerland,2004,83.8,78.6,1.1
Switzerland,2005,84,78.7,1.1
Switzerland,2006,84.2,79.2,1.1
Switzerland,2007,84.4,79.5,1.1
Switzerland,2008,84.6,79.8,1.1
Switzerland,2009,84.6,79.9,1.1
Switzerland,2010,84.9,80.3,1.1
Switzerland,2011,85,80.5,1.1
Switzerland,2012,84.9,80.6,1.1
Switzerland,2013,85,80.7,1.1
Switzerland,2014,85.4,81.1,1.1
Switzerland,2015,85.1,80.8,1.1
Switzerland,2016,85.6,81.7,1
Switzerland,2017,85.6,81.6,1
Tajikistan,1990,72.6,67.1,1.1
Tajikistan,1995,68.9,63.5,1.1
Tajikistan,2000,70.3,66.1,1.1
Tajikistan,2001,71.2,67,1.1
Tajikistan,2002,71.1,67.1,1.1
Tajikistan,2003,72.3,67.9,1.1
Tajikistan,2004,73.4,68.6,1.1
Tajikistan,2005,73.2,68.1,1.1
Tajikistan,2006,74.4,69.3,1.1
Tajikistan,2007,74,69.4,1.1
Tajikistan,2008,74.8,69.7,1.1
Tajikistan,2009,75.3,70.5,1.1
Tajikistan,2010,74.4,70.8,1.1
Tajikistan,2011,74.1,70.9,1
Tajikistan,2012,74.6,71.1,1
Tajikistan,2013,75.3,71.6,1.1
Tajikistan,2014,75.4,71.6,1.1
Tajikistan,2015,NA,NA,NA
Tajikistan,2016,NA,NA,NA
Tajikistan,2017,NA,NA,NA
Turkey,1990,69.5,65.4,1.1
Turkey,1995,71.3,67.2,1.1
Turkey,2000,73.1,69,1.1
Turkey,2001,73.9,69.8,1.1
Turkey,2002,74.7,70.5,1.1
Turkey,2003,75.4,71.1,1.1
Turkey,2004,76,71.7,1.1
Turkey,2005,76.6,72.2,1.1
Turkey,2006,77.1,72.7,1.1
Turkey,2007,77.6,73.2,1.1
Turkey,2008,78,73.6,1.1
Turkey,2009,78.4,73.9,1.1
Turkey,2010,78.7,74.2,1.1
Turkey,2011,78.9,74.4,1.1
Turkey,2012,79.1,74.6,1.1
Turkey,2013,80.7,75.3,1.1
Turkey,2014,80.7,75.3,1.1
Turkey,2015,80.7,75.3,1.1
Turkey,2016,80.8,75.3,1.1
Turkey,2017,NA,NA,NA
Turkmenistan,1990,69.7,62.9,1.1
Turkmenistan,1995,67.5,61.9,1.1
Turkmenistan,2000,71.8,64.9,1.1
Turkmenistan,2001,72,65.4,1.1
Turkmenistan,2002,71.9,65.2,1.1
Turkmenistan,2003,72.4,65.8,1.1
Turkmenistan,2004,72.2,66.1,1.1
Turkmenistan,2005,72.7,65.8,1.1
Turkmenistan,2006,72.9,66.2,1.1
Turkmenistan,2007,NA,NA,NA
Turkmenistan,2008,NA,NA,NA
Turkmenistan,2009,NA,NA,NA
Turkmenistan,2010,NA,NA,NA
Turkmenistan,2011,NA,NA,NA
Turkmenistan,2012,74.1,68.3,1.1
Turkmenistan,2013,74.1,67.3,1.1
Turkmenistan,2014,NA,NA,NA
Turkmenistan,2015,NA,NA,NA
Turkmenistan,2016,NA,NA,NA
Turkmenistan,2017,NA,NA,NA
Ukraine,1990,75,65.7,1.1
Ukraine,1995,72.5,61.5,1.2
Ukraine,2000,73.5,62.1,1.2
Ukraine,2001,73.6,62.3,1.2
Ukraine,2002,74.1,62.7,1.2
Ukraine,2003,74.1,62.6,1.2
Ukraine,2004,74.1,62.6,1.2
Ukraine,2005,74,62.2,1.2
Ukraine,2006,74.1,62.4,1.2
Ukraine,2007,74.2,62.6,1.2
Ukraine,2008,74.3,62.6,1.2
Ukraine,2009,74.9,63.8,1.2
Ukraine,2010,75.5,65.3,1.2
Ukraine,2011,76,66,1.2
Ukraine,2012,76,66.1,1.1
Ukraine,2013,76.2,66.3,1.1
Ukraine,2014,76.4,66.3,1.2
Ukraine,2015,76.3,66.4,1.1
Ukraine,2016,76.5,66.7,1.1
Ukraine,2017,76.8,67,1.1
United Kingdom,1990,78.7,73.1,1.1
United Kingdom,1995,79.3,74,1.1
United Kingdom,2000,80.3,75.5,1.1
United Kingdom,2001,80.5,75.8,1.1
United Kingdom,2002,80.6,76,1.1
United Kingdom,2003,80.5,76.2,1.1
United Kingdom,2004,81.1,76.8,1.1
United Kingdom,2005,81.3,77,1.1
United Kingdom,2006,81.6,77.3,1.1
United Kingdom,2007,81.8,77.6,1.1
United Kingdom,2008,81.8,77.7,1.1
United Kingdom,2009,82.4,78.3,1.1
United Kingdom,2010,82.6,78.6,1.1
United Kingdom,2011,83,79,1.1
United Kingdom,2012,82.8,79.1,1
United Kingdom,2013,82.9,79.2,1
United Kingdom,2014,83.2,79.5,1
United Kingdom,2015,82.8,79.2,1
United Kingdom,2016,83,79.4,1
United Kingdom,2017,83.1,79.5,1
Uzbekistan,1990,70.1,65.8,1.1
Uzbekistan,1995,71.7,66.4,1.1
Uzbekistan,2000,73.2,68.4,1.1
Uzbekistan,2001,73.6,68.9,1.1
Uzbekistan,2002,73.5,68.9,1.1
Uzbekistan,2003,73.6,69.2,1.1
Uzbekistan,2004,73.8,69.4,1.1
Uzbekistan,2005,74.1,69.6,1.1
Uzbekistan,2006,74.9,70.2,1.1
Uzbekistan,2007,75,70.3,1.1
Uzbekistan,2008,75.1,70.5,1.1
Uzbekistan,2009,75.2,70.6,1.1
Uzbekistan,2010,75.1,70.6,1.1
Uzbekistan,2011,75.2,70.6,1.1
Uzbekistan,2012,75.5,70.7,1.1
Uzbekistan,2013,75.8,71.1,1.1
Uzbekistan,2014,75.8,71.1,1.1
Uzbekistan,2015,76,71.2,1.1
Uzbekistan,2016,76.2,71.4,1.1
Uzbekistan,2017,76.1,71.3,1.1
