iso3,country,employment_in_agriculture,year,indicator,indicator.label,note_source.label
DNK,Denmark,2.58,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.42,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.4,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.59,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.54,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.48,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.49,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.51,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.19,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,2.24,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,8.99,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,8.36,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,8.04,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,7.7,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,7.21,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,6.69,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,6.55,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,6.01,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.7,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.48,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.3,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.81,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.52,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.05,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.12,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.2,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.1,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.22,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.3,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.24,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.12,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.22,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.35,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.2,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,10.18,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,9.72,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,9.68,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,9.3,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,8.58,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,6.36,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,6.34,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,6.6,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,6.24,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,5.06,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,5.19,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,5.06,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.77,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.89,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.05,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.21,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.41,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.49,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.26,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.85,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.89,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.88,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.51,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.29,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,7.75,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,7.8,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,7.75,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,7.1,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,6.36,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,6.19,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,5.82,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,5.51,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,5.25,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.99,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.81,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.66,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.53,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.5,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.61,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.42,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.21,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.14,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.11,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.24,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.21,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.85,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.76,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.7,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.89,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.82,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.64,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.41,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.24,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.14,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.07,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.13,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.22,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,3.86,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,3.62,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,3.73,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,3.45,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.72,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.92,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.89,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.9,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.91,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,3.05,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.82,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.71,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.83,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.6,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
FRA,France,2.47,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.04,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.94,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.85,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.71,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.55,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.53,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.39,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.38,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.25,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.27,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.37,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.35,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.36,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.08,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.1,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.21,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.21,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.18,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.05,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.24,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.13,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.12,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.15,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,1.06,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GEO,Georgia,48.49,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,52.2,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,52.1,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,52.75,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,53.77,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,54.87,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,53.97,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,54.33,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,55.31,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,53.42,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,49.35,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,48.03,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,48.46,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,46.94,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,47.11,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,45.92,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,43.86,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,43.67,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,43.12,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GRC,Greece,20.43,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,20.28,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,19.84,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,17.89,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,17.43,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,17.4,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.87,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.23,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,15.03,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.37,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.16,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,11.72,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,11.33,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,11.14,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,11.7,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.4,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.35,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,13,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,13.69,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,13.57,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.9,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.37,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.08,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,12.27,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,19.87,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,17.77,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: June | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,11.3,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: March
HRV,Croatia,15.55,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,16.85,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,16.96,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,17.29,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,14.24,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,12.35,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,12.81,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,13.32,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,14.24,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,14.57,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,12.24,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,10.77,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,9.5,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,9.21,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,7.59,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,6.97,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,6.23,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,8.02,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Age coverage - maximum age: 74 years old
HUN,Hungary,8.22,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,7.81,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,7.34,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,6.95,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,6.46,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,6.19,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,6.12,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.38,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.26,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.87,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.76,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.59,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.31,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.61,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.54,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.89,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.06,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.78,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.66,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.89,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.04,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.04,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.85,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,11.97,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,11.2,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,10.88,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,9.1,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,8.64,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,7.95,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,7.11,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,7.03,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,6.5,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,6.37,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
