iso3,country,employment_in_services,year,indicator,indicator.label,note_source.label
ESP,Spain,62.17,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,62.04,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,61.79,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,62.11,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,62.48,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,61.99,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,62.96,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,63.58,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,64.31,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,65.13,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,65.79,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,66.37,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,68.13,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,71.29,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,72.83,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,74.14,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,75.11,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,75.95,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,76.31,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,75.97,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,76.17,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,75.59,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,75.46,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,55.59,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,56.63,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 69 years old
EST,Estonia,56.84,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,57.75,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,59.78,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,58.65,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,59.9,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,63.6,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,63.06,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,60.98,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,60.69,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,61.36,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,60.04,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,60.72,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,64.4,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,65.37,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,63.11,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,64.35,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,65.4,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,65.91,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,65.3,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,66.21,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,66.24,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,67.06,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,64.6,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,64.27,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,64.57,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,64.48,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,65.7,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,65.68,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,66.88,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,67.17,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,67.75,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,68.68,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,69.21,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,69.41,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,69.58,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,70,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,71.16,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,71.91,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,72.46,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,72.74,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,72.71,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,73.5,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,73.81,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,73.73,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,73.94,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,73.74,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,68.13,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,68.64,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,68.78,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,69.24,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,69.44,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,69.56,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,69.88,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,70.46,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,71.05,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,71.67,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,72.32,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,72.33,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,73.1,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,73.62,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,74.05,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,74.48,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,74.61,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,74.99,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,75.01,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,75.84,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,75.93,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,75.84,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,75.95,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
FRA,France,76.1,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,70.19,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,70.3,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,71.04,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,71.4,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,72.43,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,73.11,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,73.75,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,74.54,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,75.28,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,76.22,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,76.2,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,76.37,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,76.19,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,76.66,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,78.75,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79.05,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,78.97,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79.34,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79.1,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79.66,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,79.99,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,80.14,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,80.33,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GEO,Georgia,41.19,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,38.26,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,37.97,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,37.9,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,38.01,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,36.74,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,37.14,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,36.36,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,35.64,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,36.19,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,40.44,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,41.26,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,40.3,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,41.88,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,41.67,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,42.7,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,44.75,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,44.13,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,43.7,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GRC,Greece,56.37,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,56.85,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,57.69,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,58.87,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,59.61,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,60,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,61.07,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,61.97,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,62.42,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,65.17,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,65.45,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,66.26,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,66.23,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,66.64,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,67.17,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,68.02,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,69.96,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,70.45,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,70.75,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,71.45,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,72.16,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,72.38,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,72.51,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,72.48,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,50.91,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,52.69,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: June | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,52.9,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: March
HRV,Croatia,54.62,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,52.84,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,53.38,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,54.05,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,56.36,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,56.98,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,56.31,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,57.66,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,58.25,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,57.4,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,59.75,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,61.51,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,63.38,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,63.95,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,65.3,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,66.51,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,66.21,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,59.4,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old
HUN,Hungary,58.53,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,58.96,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,57.88,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,58.69,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,59.76,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,59.39,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,59.74,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,61.22,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,61.79,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,62.66,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,62.92,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,62.9,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,63.46,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.23,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.76,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.28,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,65.14,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,65.33,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.57,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.67,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,64.47,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,63.44,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,62.73,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,60.01,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,61.22,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,60.36,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,62.22,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,63.06,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,63.59,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,63.96,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,65.34,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,65.76,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,66,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,66.49,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,66.14,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,68.5,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,71.16,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,74.29,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,75.83,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,76.63,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,77.12,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,76.93,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,77.13,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,76.32,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,75.93,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,75.84,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,76.15,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,59.76,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,60.52,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,61.5,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,61.5,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,62.2,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,62.98,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,63.06,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,63.48,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,63.52,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
