iso3,country,employment_in_employers,year,indicator,indicator.label,note_source.label
ESP,Spain,5.69,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.6,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.5,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.16,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.19,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.09,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.06,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.97,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.96,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.1,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.97,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.34,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.67,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.59,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.97,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.21,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,1.82,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.59,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.31,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.58,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,2.67,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.3,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.39,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.85,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.48,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.95,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.79,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.77,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.42,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.64,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,3.88,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.67,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
EST,Estonia,4.49,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.7,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.86,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.55,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.75,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.16,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.32,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.96,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.11,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.19,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.84,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.04,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.79,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.07,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.17,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.09,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.02,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.02,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.23,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.23,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,4.05,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.93,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FIN,Finland,3.58,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.69,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.66,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.67,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.7,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.58,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.33,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.19,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.07,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.35,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.36,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.35,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.47,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.41,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.63,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.48,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.46,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.44,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.34,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.3,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.24,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.27,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.26,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.18,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
FRA,France,4.23,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.36,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.13,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.23,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.13,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.19,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.19,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.16,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.05,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.01,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,3.05,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.94,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.92,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.88,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.81,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.78,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.64,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.52,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.52,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.47,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.54,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.44,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.42,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.38,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GBR,United Kingdom,2.06,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GEO,Georgia,1.52,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.15,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.5,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.53,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.54,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.17,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.09,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.07,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,0.76,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.14,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
GEO,Georgia,1.15,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
GEO,Georgia,1.99,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
GRC,Greece,6.41,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,6.93,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.13,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.27,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.57,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.97,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,8.18,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.49,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.19,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.95,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.87,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,8.01,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,8.02,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,8.34,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,8.27,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.85,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.66,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.06,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,6.65,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,6.33,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,6.88,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.4,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.31,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
GRC,Greece,7.62,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.1,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Data reference period: November | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,4.87,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Data reference period: June | Population coverage: Including armed forces and/or conscripts
HRV,Croatia,5.25,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Including armed forces and/or conscripts
HRV,Croatia,5.09,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Including armed forces and/or conscripts
HRV,Croatia,5.11,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Including armed forces and/or conscripts
HRV,Croatia,5.04,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Including armed forces and/or conscripts
HRV,Croatia,5.5,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.99,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.88,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.02,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.07,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.34,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.31,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.91,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.73,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.55,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.51,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.39,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.22,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.2,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,5.19,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.83,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HRV,Croatia,4.72,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,2.11,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,2.59,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,2.69,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,2.99,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.07,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.5,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.26,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.13,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.86,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.88,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.46,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.25,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.14,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.34,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.43,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.28,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.26,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.22,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.11,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,5.1,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.94,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.63,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
HUN,Hungary,4.32,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.76,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.09,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.43,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,6.17,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.89,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.97,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.99,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.88,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.78,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.78,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.62,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.42,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.53,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.53,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.44,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.11,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.84,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.74,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.65,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.63,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.58,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.62,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.54,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.32,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.73,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.81,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.71,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.39,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.62,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.81,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.22,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.16,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,12.3,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,7.27,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,7.18,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,7.12,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,7.04,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.92,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.75,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.7,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.67,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.62,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.91,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.6,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.62,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.48,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.16,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.06,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,0.88,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,0.88,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,0.93,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,1.14,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding armed forces and/or conscripts
